alcance,set_features,sin_seleccion,n_features,detector,es_cascada,fpr_detector,tipo,n,detectados,recall,semilla,commit,fecha
recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,122_sin_seleccion,True,122,OneClassSVM,False,0.082793,ps,15,3,0.2,5,df30cb2,2026-08-12T23:23:57
recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,122_sin_seleccion,True,122,OneClassSVM,False,0.082793,saint,319,311,0.974922,5,df30cb2,2026-08-12T23:23:57
recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,122_sin_seleccion,True,122,OneClassSVM,False,0.082793,sendmail,14,3,0.214286,5,df30cb2,2026-08-12T23:23:57
recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,122_sin_seleccion,True,122,OneClassSVM,False,0.082793,snmpgetattack,178,11,0.061798,5,df30cb2,2026-08-12T23:23:57
recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,122_sin_seleccion,True,122,OneClassSVM,False,0.082793,snmpguess,331,4,0.012085,5,df30cb2,2026-08-12T23:23:57
recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,122_sin_seleccion,True,122,OneClassSVM,False,0.082793,sqlattack,2,2,1.0,5,df30cb2,2026-08-12T23:23:57
recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,122_sin_seleccion,True,122,OneClassSVM,False,0.082793,udpstorm,2,1,0.5,5,df30cb2,2026-08-12T23:23:57
recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,122_sin_seleccion,True,122,OneClassSVM,False,0.082793,worm,2,0,0.0,5,df30cb2,2026-08-12T23:23:57
recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,122_sin_seleccion,True,122,OneClassSVM,False,0.082793,xlock,9,0,0.0,5,df30cb2,2026-08-12T23:23:57
recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,122_sin_seleccion,True,122,OneClassSVM,False,0.082793,xsnoop,4,3,0.75,5,df30cb2,2026-08-12T23:23:57
recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,122_sin_seleccion,True,122,OneClassSVM,False,0.082793,xterm,13,9,0.692308,5,df30cb2,2026-08-12T23:23:57
recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,122_sin_seleccion,True,122,OneClassSVM,False,0.082793,__global__,3750,2340,0.624,5,df30cb2,2026-08-12T23:23:57
recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,122_sin_seleccion,True,122,LocalOutlierFactor,False,0.16126,apache2,737,129,0.175034,5,df30cb2,2026-08-12T23:23:57
recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,122_sin_seleccion,True,122,LocalOutlierFactor,False,0.16126,httptunnel,133,64,0.481203,5,df30cb2,2026-08-12T23:23:57
recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,122_sin_seleccion,True,122,LocalOutlierFactor,False,0.16126,mailbomb,293,227,0.774744,5,df30cb2,2026-08-12T23:23:57
recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,122_sin_seleccion,True,122,LocalOutlierFactor,False,0.16126,mscan,996,346,0.34739,5,df30cb2,2026-08-12T23:23:57
recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,122_sin_seleccion,True,122,LocalOutlierFactor,False,0.16126,named,17,7,0.411765,5,df30cb2,2026-08-12T23:23:57
recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,122_sin_seleccion,True,122,LocalOutlierFactor,False,0.16126,processtable,685,172,0.251095,5,df30cb2,2026-08-12T23:23:57
recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,122_sin_seleccion,True,122,LocalOutlierFactor,False,0.16126,ps,15,9,0.6,5,df30cb2,2026-08-12T23:23:57
recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,122_sin_seleccion,True,122,LocalOutlierFactor,False,0.16126,saint,319,252,0.789969,5,df30cb2,2026-08-12T23:23:57
recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,122_sin_seleccion,True,122,LocalOutlierFactor,False,0.16126,sendmail,14,9,0.642857,5,df30cb2,2026-08-12T23:23:57
recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,122_sin_seleccion,True,122,LocalOutlierFactor,False,0.16126,snmpgetattack,178,9,0.050562,5,df30cb2,2026-08-12T23:23:57
recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,122_sin_seleccion,True,122,LocalOutlierFactor,False,0.16126,snmpguess,331,11,0.033233,5,df30cb2,2026-08-12T23:23:57
recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,122_sin_seleccion,True,122,LocalOutlierFactor,False,0.16126,sqlattack,2,2,1.0,5,df30cb2,2026-08-12T23:23:57
recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,122_sin_seleccion,True,122,LocalOutlierFactor,False,0.16126,udpstorm,2,1,0.5,5,df30cb2,2026-08-12T23:23:57
recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,122_sin_seleccion,True,122,LocalOutlierFactor,False,0.16126,worm,2,0,0.0,5,df30cb2,2026-08-12T23:23:57
recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,122_sin_seleccion,True,122,LocalOutlierFactor,False,0.16126,xlock,9,0,0.0,5,df30cb2,2026-08-12T23:23:57
recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,122_sin_seleccion,True,122,LocalOutlierFactor,False,0.16126,xsnoop,4,2,0.5,5,df30cb2,2026-08-12T23:23:57
recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,122_sin_seleccion,True,122,LocalOutlierFactor,False,0.16126,xterm,13,10,0.769231,5,df30cb2,2026-08-12T23:23:57
recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,122_sin_seleccion,True,122,LocalOutlierFactor,False,0.16126,__global__,3750,1250,0.333333,5,df30cb2,2026-08-12T23:23:57
recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,122_sin_seleccion,True,122,Autoencoder,True,0.084337,apache2,737,735,0.997286,5,df30cb2,2026-08-12T23:23:57
recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,122_sin_seleccion,True,122,Autoencoder,True,0.084337,httptunnel,133,132,0.992481,5,df30cb2,2026-08-12T23:23:57
recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,122_sin_seleccion,True,122,Autoencoder,True,0.084337,mailbomb,293,19,0.064846,5,df30cb2,2026-08-12T23:23:57
recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,122_sin_seleccion,True,122,Autoencoder,True,0.084337,mscan,996,993,0.996988,5,df30cb2,2026-08-12T23:23:57
recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,122_sin_seleccion,True,122,Autoencoder,True,0.084337,named,17,13,0.764706,5,df30cb2,2026-08-12T23:23:57
recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,122_sin_seleccion,True,122,Autoencoder,True,0.084337,processtable,685,604,0.881752,5,df30cb2,2026-08-12T23:23:57
recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,122_sin_seleccion,True,122,Autoencoder,True,0.084337,ps,15,10,0.666667,5,df30cb2,2026-08-12T23:23:57
recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,122_sin_seleccion,True,122,Autoencoder,True,0.084337,saint,319,231,0.724138,5,df30cb2,2026-08-12T23:23:57
recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,122_sin_seleccion,True,122,Autoencoder,True,0.084337,sendmail,14,7,0.5,5,df30cb2,2026-08-12T23:23:57
recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,122_sin_seleccion,True,122,Autoencoder,True,0.084337,snmpgetattack,178,0,0.0,5,df30cb2,2026-08-12T23:23:57
recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,122_sin_seleccion,True,122,Autoencoder,True,0.084337,snmpguess,331,3,0.009063,5,df30cb2,2026-08-12T23:23:57
recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,122_sin_seleccion,True,122,Autoencoder,True,0.084337,sqlattack,2,2,1.0,5,df30cb2,2026-08-12T23:23:57
recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,122_sin_seleccion,True,122,Autoencoder,True,0.084337,udpstorm,2,1,0.5,5,df30cb2,2026-08-12T23:23:57
recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,122_sin_seleccion,True,122,Autoencoder,True,0.084337,worm,2,0,0.0,5,df30cb2,2026-08-12T23:23:57
recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,122_sin_seleccion,True,122,Autoencoder,True,0.084337,xlock,9,7,0.777778,5,df30cb2,2026-08-12T23:23:57
recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,122_sin_seleccion,True,122,Autoencoder,True,0.084337,xsnoop,4,4,1.0,5,df30cb2,2026-08-12T23:23:57
recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,122_sin_seleccion,True,122,Autoencoder,True,0.084337,xterm,13,10,0.769231,5,df30cb2,2026-08-12T23:23:57
recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,122_sin_seleccion,True,122,Autoencoder,True,0.084337,__global__,3750,2771,0.738933,5,df30cb2,2026-08-12T23:23:57
recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,54,False,54,IsolationForest,False,0.102358,apache2,737,734,0.995929,6,df30cb2,2026-08-12T23:29:42
recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,54,False,54,IsolationForest,False,0.102358,httptunnel,133,112,0.842105,6,df30cb2,2026-08-12T23:29:42
recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,54,False,54,IsolationForest,False,0.102358,mailbomb,293,0,0.0,6,df30cb2,2026-08-12T23:29:42
recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,54,False,54,IsolationForest,False,0.102358,mscan,996,965,0.968876,6,df30cb2,2026-08-12T23:29:42
recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,54,False,54,IsolationForest,False,0.102358,named,17,8,0.470588,6,df30cb2,2026-08-12T23:29:42
recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,54,False,54,IsolationForest,False,0.102358,processtable,685,294,0.429197,6,df30cb2,2026-08-12T23:29:42
recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,54,False,54,IsolationForest,False,0.102358,ps,15,4,0.266667,6,df30cb2,2026-08-12T23:29:42
recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,54,False,54,IsolationForest,False,0.102358,saint,319,316,0.990596,6,df30cb2,2026-08-12T23:29:42
recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,54,False,54,IsolationForest,False,0.102358,sendmail,14,2,0.142857,6,df30cb2,2026-08-12T23:29:42
recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,54,False,54,IsolationForest,False,0.102358,snmpgetattack,178,28,0.157303,6,df30cb2,2026-08-12T23:29:42
recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,54,False,54,IsolationForest,False,0.102358,snmpguess,331,264,0.797583,6,df30cb2,2026-08-12T23:29:42
recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,54,False,54,IsolationForest,False,0.102358,sqlattack,2,2,1.0,6,df30cb2,2026-08-12T23:29:42
recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,54,False,54,IsolationForest,False,0.102358,udpstorm,2,2,1.0,6,df30cb2,2026-08-12T23:29:42
recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,54,False,54,IsolationForest,False,0.102358,worm,2,0,0.0,6,df30cb2,2026-08-12T23:29:42
recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,54,False,54,IsolationForest,False,0.102358,xlock,9,0,0.0,6,df30cb2,2026-08-12T23:29:42
recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,54,False,54,IsolationForest,False,0.102358,xsnoop,4,1,0.25,6,df30cb2,2026-08-12T23:29:42
recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,54,False,54,IsolationForest,False,0.102358,xterm,13,8,0.615385,6,df30cb2,2026-08-12T23:29:42
recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,54,False,54,IsolationForest,False,0.102358,__global__,3750,2740,0.730667,6,df30cb2,2026-08-12T23:29:42
recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,54,False,54,OneClassSVM,False,0.084852,apache2,737,722,0.979647,6,df30cb2,2026-08-12T23:29:42
recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,54,False,54,OneClassSVM,False,0.084852,httptunnel,133,112,0.842105,6,df30cb2,2026-08-12T23:29:42
recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,54,False,54,OneClassSVM,False,0.084852,mailbomb,293,5,0.017065,6,df30cb2,2026-08-12T23:29:42
recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,54,False,54,OneClassSVM,False,0.084852,mscan,996,837,0.840361,6,df30cb2,2026-08-12T23:29:42
recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,54,False,54,OneClassSVM,False,0.084852,named,17,3,0.176471,6,df30cb2,2026-08-12T23:29:42
recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,54,False,54,OneClassSVM,False,0.084852,processtable,685,51,0.074453,6,df30cb2,2026-08-12T23:29:42
recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,54,False,54,OneClassSVM,False,0.084852,ps,15,1,0.066667,6,df30cb2,2026-08-12T23:29:42
recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,54,False,54,OneClassSVM,False,0.084852,saint,319,310,0.971787,6,df30cb2,2026-08-12T23:29:42
recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,54,False,54,OneClassSVM,False,0.084852,sendmail,14,4,0.285714,6,df30cb2,2026-08-12T23:29:42
recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,54,False,54,OneClassSVM,False,0.084852,snmpgetattack,178,11,0.061798,6,df30cb2,2026-08-12T23:29:42
recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,54,False,54,OneClassSVM,False,0.084852,snmpguess,331,4,0.012085,6,df30cb2,2026-08-12T23:29:42
recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,54,False,54,OneClassSVM,False,0.084852,sqlattack,2,2,1.0,6,df30cb2,2026-08-12T23:29:42
recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,54,False,54,OneClassSVM,False,0.084852,udpstorm,2,0,0.0,6,df30cb2,2026-08-12T23:29:42
recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,54,False,54,OneClassSVM,False,0.084852,worm,2,0,0.0,6,df30cb2,2026-08-12T23:29:42
recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,54,False,54,OneClassSVM,False,0.084852,xlock,9,0,0.0,6,df30cb2,2026-08-12T23:29:42
recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,54,False,54,OneClassSVM,False,0.084852,xsnoop,4,2,0.5,6,df30cb2,2026-08-12T23:29:42
recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,54,False,54,OneClassSVM,False,0.084852,xterm,13,9,0.692308,6,df30cb2,2026-08-12T23:29:42
recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,54,False,54,OneClassSVM,False,0.084852,__global__,3750,2073,0.5528,6,df30cb2,2026-08-12T23:29:42
recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,54,False,54,LocalOutlierFactor,False,0.164968,apache2,737,594,0.80597,6,df30cb2,2026-08-12T23:29:42
recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,54,False,54,LocalOutlierFactor,False,0.164968,httptunnel,133,36,0.270677,6,df30cb2,2026-08-12T23:29:42
recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,54,False,54,LocalOutlierFactor,False,0.164968,mailbomb,293,264,0.901024,6,df30cb2,2026-08-12T23:29:42
recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,54,False,54,LocalOutlierFactor,False,0.164968,mscan,996,327,0.328313,6,df30cb2,2026-08-12T23:29:42
recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,54,False,54,LocalOutlierFactor,False,0.164968,named,17,10,0.588235,6,df30cb2,2026-08-12T23:29:42
recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,54,False,54,LocalOutlierFactor,False,0.164968,processtable,685,292,0.426277,6,df30cb2,2026-08-12T23:29:42
recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,54,False,54,LocalOutlierFactor,False,0.164968,ps,15,11,0.733333,6,df30cb2,2026-08-12T23:29:42
recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,54,False,54,LocalOutlierFactor,False,0.164968,saint,319,234,0.733542,6,df30cb2,2026-08-12T23:29:42
recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,54,False,54,LocalOutlierFactor,False,0.164968,sendmail,14,10,0.714286,6,df30cb2,2026-08-12T23:29:42
recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,54,False,54,LocalOutlierFactor,False,0.164968,snmpgetattack,178,13,0.073034,6,df30cb2,2026-08-12T23:29:42
recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,54,False,54,LocalOutlierFactor,False,0.164968,snmpguess,331,9,0.02719,6,df30cb2,2026-08-12T23:29:42
recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,54,False,54,LocalOutlierFactor,False,0.164968,sqlattack,2,2,1.0,6,df30cb2,2026-08-12T23:29:42
recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,54,False,54,LocalOutlierFactor,False,0.164968,udpstorm,2,0,0.0,6,df30cb2,2026-08-12T23:29:42
recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,54,False,54,LocalOutlierFactor,False,0.164968,worm,2,0,0.0,6,df30cb2,2026-08-12T23:29:42
recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,54,False,54,LocalOutlierFactor,False,0.164968,xlock,9,4,0.444444,6,df30cb2,2026-08-12T23:29:42
recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,54,False,54,LocalOutlierFactor,False,0.164968,xsnoop,4,3,0.75,6,df30cb2,2026-08-12T23:29:42
recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,54,False,54,LocalOutlierFactor,False,0.164968,xterm,13,11,0.846154,6,df30cb2,2026-08-12T23:29:42
recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,54,False,54,LocalOutlierFactor,False,0.164968,__global__,3750,1820,0.485333,6,df30cb2,2026-08-12T23:29:42
recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,54,False,54,Autoencoder,True,0.093605,apache2,737,652,0.884668,6,df30cb2,2026-08-12T23:29:42
recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,54,False,54,Autoencoder,True,0.093605,httptunnel,133,115,0.864662,6,df30cb2,2026-08-12T23:29:42
recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,54,False,54,Autoencoder,True,0.093605,mailbomb,293,0,0.0,6,df30cb2,2026-08-12T23:29:42
recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,54,False,54,Autoencoder,True,0.093605,mscan,996,971,0.9749,6,df30cb2,2026-08-12T23:29:42
recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,54,False,54,Autoencoder,True,0.093605,named,17,6,0.352941,6,df30cb2,2026-08-12T23:29:42
recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,54,False,54,Autoencoder,True,0.093605,processtable,685,685,1.0,6,df30cb2,2026-08-12T23:29:42
recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,54,False,54,Autoencoder,True,0.093605,ps,15,10,0.666667,6,df30cb2,2026-08-12T23:29:42
recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,54,False,54,Autoencoder,True,0.093605,saint,319,309,0.968652,6,df30cb2,2026-08-12T23:29:42
recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,54,False,54,Autoencoder,True,0.093605,sendmail,14,10,0.714286,6,df30cb2,2026-08-12T23:29:42
recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,54,False,54,Autoencoder,True,0.093605,snmpgetattack,178,0,0.0,6,df30cb2,2026-08-12T23:29:42
recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,54,False,54,Autoencoder,True,0.093605,snmpguess,331,6,0.018127,6,df30cb2,2026-08-12T23:29:42
recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,54,False,54,Autoencoder,True,0.093605,sqlattack,2,2,1.0,6,df30cb2,2026-08-12T23:29:42
recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,54,False,54,Autoencoder,True,0.093605,udpstorm,2,1,0.5,6,df30cb2,2026-08-12T23:29:42
recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,54,False,54,Autoencoder,True,0.093605,worm,2,0,0.0,6,df30cb2,2026-08-12T23:29:42
recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,54,False,54,Autoencoder,True,0.093605,xlock,9,3,0.333333,6,df30cb2,2026-08-12T23:29:42
recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,54,False,54,Autoencoder,True,0.093605,xsnoop,4,3,0.75,6,df30cb2,2026-08-12T23:29:42
recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,54,False,54,Autoencoder,True,0.093605,xterm,13,10,0.769231,6,df30cb2,2026-08-12T23:29:42
recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,54,False,54,Autoencoder,True,0.093605,__global__,3750,2783,0.742133,6,df30cb2,2026-08-12T23:29:42
recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,122_sin_seleccion,True,122,IsolationForest,False,0.093193,apache2,737,734,0.995929,6,df30cb2,2026-08-12T23:39:08
recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,122_sin_seleccion,True,122,IsolationForest,False,0.093193,httptunnel,133,115,0.864662,6,df30cb2,2026-08-12T23:39:08
recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,122_sin_seleccion,True,122,IsolationForest,False,0.093193,mailbomb,293,6,0.020478,6,df30cb2,2026-08-12T23:39:08
recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,122_sin_seleccion,True,122,IsolationForest,False,0.093193,mscan,996,982,0.985944,6,df30cb2,2026-08-12T23:39:08
recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,122_sin_seleccion,True,122,IsolationForest,False,0.093193,named,17,7,0.411765,6,df30cb2,2026-08-12T23:39:08
recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,122_sin_seleccion,True,122,IsolationForest,False,0.093193,processtable,685,482,0.70365,6,df30cb2,2026-08-12T23:39:08
recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,122_sin_seleccion,True,122,IsolationForest,False,0.093193,ps,15,3,0.2,6,df30cb2,2026-08-12T23:39:08
recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,122_sin_seleccion,True,122,IsolationForest,False,0.093193,saint,319,312,0.978056,6,df30cb2,2026-08-12T23:39:08
recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,122_sin_seleccion,True,122,IsolationForest,False,0.093193,sendmail,14,1,0.071429,6,df30cb2,2026-08-12T23:39:08
recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,122_sin_seleccion,True,122,IsolationForest,False,0.093193,snmpgetattack,178,19,0.106742,6,df30cb2,2026-08-12T23:39:08
recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,122_sin_seleccion,True,122,IsolationForest,False,0.093193,snmpguess,331,11,0.033233,6,df30cb2,2026-08-12T23:39:08
recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,122_sin_seleccion,True,122,IsolationForest,False,0.093193,sqlattack,2,2,1.0,6,df30cb2,2026-08-12T23:39:08
recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,122_sin_seleccion,True,122,IsolationForest,False,0.093193,udpstorm,2,2,1.0,6,df30cb2,2026-08-12T23:39:08
recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,122_sin_seleccion,True,122,IsolationForest,False,0.093193,worm,2,0,0.0,6,df30cb2,2026-08-12T23:39:08
recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,122_sin_seleccion,True,122,IsolationForest,False,0.093193,xlock,9,4,0.444444,6,df30cb2,2026-08-12T23:39:08
recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,122_sin_seleccion,True,122,IsolationForest,False,0.093193,xsnoop,4,3,0.75,6,df30cb2,2026-08-12T23:39:08
recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,122_sin_seleccion,True,122,IsolationForest,False,0.093193,xterm,13,10,0.769231,6,df30cb2,2026-08-12T23:39:08
recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,122_sin_seleccion,True,122,IsolationForest,False,0.093193,__global__,3750,2693,0.718133,6,df30cb2,2026-08-12T23:39:08
recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,122_sin_seleccion,True,122,OneClassSVM,False,0.082896,apache2,737,727,0.986431,6,df30cb2,2026-08-12T23:39:08
recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,122_sin_seleccion,True,122,OneClassSVM,False,0.082896,httptunnel,133,112,0.842105,6,df30cb2,2026-08-12T23:39:08
recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,122_sin_seleccion,True,122,OneClassSVM,False,0.082896,mailbomb,293,0,0.0,6,df30cb2,2026-08-12T23:39:08
recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,122_sin_seleccion,True,122,OneClassSVM,False,0.082896,mscan,996,892,0.895582,6,df30cb2,2026-08-12T23:39:08
recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,122_sin_seleccion,True,122,OneClassSVM,False,0.082896,named,17,7,0.411765,6,df30cb2,2026-08-12T23:39:08
recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,122_sin_seleccion,True,122,OneClassSVM,False,0.082896,processtable,685,247,0.360584,6,df30cb2,2026-08-12T23:39:08
recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,122_sin_seleccion,True,122,OneClassSVM,False,0.082896,ps,15,3,0.2,6,df30cb2,2026-08-12T23:39:08
recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,122_sin_seleccion,True,122,OneClassSVM,False,0.082896,saint,319,311,0.974922,6,df30cb2,2026-08-12T23:39:08
recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,122_sin_seleccion,True,122,OneClassSVM,False,0.082896,sendmail,14,2,0.142857,6,df30cb2,2026-08-12T23:39:08
recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,122_sin_seleccion,True,122,OneClassSVM,False,0.082896,snmpgetattack,178,11,0.061798,6,df30cb2,2026-08-12T23:39:08
recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,122_sin_seleccion,True,122,OneClassSVM,False,0.082896,snmpguess,331,4,0.012085,6,df30cb2,2026-08-12T23:39:08
recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,122_sin_seleccion,True,122,OneClassSVM,False,0.082896,sqlattack,2,2,1.0,6,df30cb2,2026-08-12T23:39:08
recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,122_sin_seleccion,True,122,OneClassSVM,False,0.082896,udpstorm,2,1,0.5,6,df30cb2,2026-08-12T23:39:08
recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,122_sin_seleccion,True,122,OneClassSVM,False,0.082896,worm,2,0,0.0,6,df30cb2,2026-08-12T23:39:08
recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,122_sin_seleccion,True,122,OneClassSVM,False,0.082896,xlock,9,0,0.0,6,df30cb2,2026-08-12T23:39:08
