tabla_origen,bloque,set_features,algoritmo,metrica,n,media,sd,min,max,valor_semilla_42,dentro_banda_42,distancia_fuera_banda_42,commit_semilla_42,semillas,alcance,nota_bloque,decisiones_no_constantes,commits_origen,commit_agregador,fecha
metricas_anomalias_semillas.csv,dispersion_de_maquina,54,IsolationForest,flujos_por_segundo,10,134959.09,51455.4713,64631.2,191575.1,,,,,1 2 3 4 5 6 7 8 9 10,binario normal-vs-ataque (2 clases) sobre D2 completo,"wall-clock en máquina no dedicada: su sd mide CARGA DE MÁQUINA y no el algoritmo. Medido en T1: el Autoencoder de 54 features pasó de 37,71 s a 181,91 s entre dos corridas (4,8x) con calidad idéntica al bit y con el recuento de épocas determinista (162 en 54 y 128 en 122). No es una propiedad del algoritmo y no se cita como resultado.","config_ganadora: {'n_estimators': 100, 'max_samples': 1.0} en 5 semilla(s) · {'n_estimators': 200, 'max_samples': 1.0} en 4 semilla(s) · {'n_estimators': 300, 'max_samples': 1.0} en 1 semilla(s)",df30cb2,6bb224c-sucio,2026-08-14T15:15:13
metricas_anomalias_semillas.csv,dispersion_de_maquina,54,IsolationForest,latencia_ms_por_flujo,10,0.0086,0.0036,0.0052,0.0155,,,,,1 2 3 4 5 6 7 8 9 10,binario normal-vs-ataque (2 clases) sobre D2 completo,"wall-clock en máquina no dedicada: su sd mide CARGA DE MÁQUINA y no el algoritmo. Medido en T1: el Autoencoder de 54 features pasó de 37,71 s a 181,91 s entre dos corridas (4,8x) con calidad idéntica al bit y con el recuento de épocas determinista (162 en 54 y 128 en 122). No es una propiedad del algoritmo y no se cita como resultado.","config_ganadora: {'n_estimators': 100, 'max_samples': 1.0} en 5 semilla(s) · {'n_estimators': 200, 'max_samples': 1.0} en 4 semilla(s) · {'n_estimators': 300, 'max_samples': 1.0} en 1 semilla(s)",df30cb2,6bb224c-sucio,2026-08-14T15:15:13
metricas_anomalias_semillas.csv,dispersion_de_maquina,54,IsolationForest,tiempo_entrenamiento_s,10,2.8595,0.1742,2.626,3.25,,,,,1 2 3 4 5 6 7 8 9 10,binario normal-vs-ataque (2 clases) sobre D2 completo,"wall-clock en máquina no dedicada: su sd mide CARGA DE MÁQUINA y no el algoritmo. Medido en T1: el Autoencoder de 54 features pasó de 37,71 s a 181,91 s entre dos corridas (4,8x) con calidad idéntica al bit y con el recuento de épocas determinista (162 en 54 y 128 en 122). No es una propiedad del algoritmo y no se cita como resultado.","config_ganadora: {'n_estimators': 100, 'max_samples': 1.0} en 5 semilla(s) · {'n_estimators': 200, 'max_samples': 1.0} en 4 semilla(s) · {'n_estimators': 300, 'max_samples': 1.0} en 1 semilla(s)",df30cb2,6bb224c-sucio,2026-08-14T15:15:13
metricas_anomalias_semillas.csv,dispersion_de_maquina,54,IsolationForest,tiempo_inferencia_s,10,0.1939,0.0804,0.118,0.349,,,,,1 2 3 4 5 6 7 8 9 10,binario normal-vs-ataque (2 clases) sobre D2 completo,"wall-clock en máquina no dedicada: su sd mide CARGA DE MÁQUINA y no el algoritmo. Medido en T1: el Autoencoder de 54 features pasó de 37,71 s a 181,91 s entre dos corridas (4,8x) con calidad idéntica al bit y con el recuento de épocas determinista (162 en 54 y 128 en 122). No es una propiedad del algoritmo y no se cita como resultado.","config_ganadora: {'n_estimators': 100, 'max_samples': 1.0} en 5 semilla(s) · {'n_estimators': 200, 'max_samples': 1.0} en 4 semilla(s) · {'n_estimators': 300, 'max_samples': 1.0} en 1 semilla(s)",df30cb2,6bb224c-sucio,2026-08-14T15:15:13
metricas_anomalias_semillas.csv,dispersion_de_maquina,54,IsolationForest,tiempo_s,10,4.566,0.2625,4.32,5.15,,,,,1 2 3 4 5 6 7 8 9 10,binario normal-vs-ataque (2 clases) sobre D2 completo,"wall-clock en máquina no dedicada: su sd mide CARGA DE MÁQUINA y no el algoritmo. Medido en T1: el Autoencoder de 54 features pasó de 37,71 s a 181,91 s entre dos corridas (4,8x) con calidad idéntica al bit y con el recuento de épocas determinista (162 en 54 y 128 en 122). No es una propiedad del algoritmo y no se cita como resultado.","config_ganadora: {'n_estimators': 100, 'max_samples': 1.0} en 5 semilla(s) · {'n_estimators': 200, 'max_samples': 1.0} en 4 semilla(s) · {'n_estimators': 300, 'max_samples': 1.0} en 1 semilla(s)",df30cb2,6bb224c-sucio,2026-08-14T15:15:13
metricas_anomalias_semillas.csv,dispersion_de_maquina,54,LocalOutlierFactor,flujos_por_segundo,10,22252.8,1903.3129,17944.4,25193.1,,,,,1 2 3 4 5 6 7 8 9 10,binario normal-vs-ataque (2 clases) sobre D2 completo,"wall-clock en máquina no dedicada: su sd mide CARGA DE MÁQUINA y no el algoritmo. Medido en T1: el Autoencoder de 54 features pasó de 37,71 s a 181,91 s entre dos corridas (4,8x) con calidad idéntica al bit y con el recuento de épocas determinista (162 en 54 y 128 en 122). No es una propiedad del algoritmo y no se cita como resultado.",,df30cb2,6bb224c-sucio,2026-08-14T15:15:13
metricas_anomalias_semillas.csv,dispersion_de_maquina,54,LocalOutlierFactor,latencia_ms_por_flujo,10,0.0453,0.0043,0.0397,0.0557,,,,,1 2 3 4 5 6 7 8 9 10,binario normal-vs-ataque (2 clases) sobre D2 completo,"wall-clock en máquina no dedicada: su sd mide CARGA DE MÁQUINA y no el algoritmo. Medido en T1: el Autoencoder de 54 features pasó de 37,71 s a 181,91 s entre dos corridas (4,8x) con calidad idéntica al bit y con el recuento de épocas determinista (162 en 54 y 128 en 122). No es una propiedad del algoritmo y no se cita como resultado.",,df30cb2,6bb224c-sucio,2026-08-14T15:15:13
metricas_anomalias_semillas.csv,dispersion_de_maquina,54,LocalOutlierFactor,tiempo_entrenamiento_s,10,10.5086,0.5574,9.38,11.636,,,,,1 2 3 4 5 6 7 8 9 10,binario normal-vs-ataque (2 clases) sobre D2 completo,"wall-clock en máquina no dedicada: su sd mide CARGA DE MÁQUINA y no el algoritmo. Medido en T1: el Autoencoder de 54 features pasó de 37,71 s a 181,91 s entre dos corridas (4,8x) con calidad idéntica al bit y con el recuento de épocas determinista (162 en 54 y 128 en 122). No es una propiedad del algoritmo y no se cita como resultado.",,df30cb2,6bb224c-sucio,2026-08-14T15:15:13
metricas_anomalias_semillas.csv,dispersion_de_maquina,54,LocalOutlierFactor,tiempo_inferencia_s,10,1.0205,0.0968,0.895,1.256,,,,,1 2 3 4 5 6 7 8 9 10,binario normal-vs-ataque (2 clases) sobre D2 completo,"wall-clock en máquina no dedicada: su sd mide CARGA DE MÁQUINA y no el algoritmo. Medido en T1: el Autoencoder de 54 features pasó de 37,71 s a 181,91 s entre dos corridas (4,8x) con calidad idéntica al bit y con el recuento de épocas determinista (162 en 54 y 128 en 122). No es una propiedad del algoritmo y no se cita como resultado.",,df30cb2,6bb224c-sucio,2026-08-14T15:15:13
metricas_anomalias_semillas.csv,dispersion_de_maquina,54,LocalOutlierFactor,tiempo_s,10,15.943,0.9189,14.24,17.96,,,,,1 2 3 4 5 6 7 8 9 10,binario normal-vs-ataque (2 clases) sobre D2 completo,"wall-clock en máquina no dedicada: su sd mide CARGA DE MÁQUINA y no el algoritmo. Medido en T1: el Autoencoder de 54 features pasó de 37,71 s a 181,91 s entre dos corridas (4,8x) con calidad idéntica al bit y con el recuento de épocas determinista (162 en 54 y 128 en 122). No es una propiedad del algoritmo y no se cita como resultado.",,df30cb2,6bb224c-sucio,2026-08-14T15:15:13
metricas_anomalias_semillas.csv,dispersion_de_maquina,54,OneClassSVM,flujos_por_segundo,10,10840.2,3818.6411,8145.9,16855.5,,,,,1 2 3 4 5 6 7 8 9 10,binario normal-vs-ataque (2 clases) sobre D2 completo,"wall-clock en máquina no dedicada: su sd mide CARGA DE MÁQUINA y no el algoritmo. Medido en T1: el Autoencoder de 54 features pasó de 37,71 s a 181,91 s entre dos corridas (4,8x) con calidad idéntica al bit y con el recuento de épocas determinista (162 en 54 y 128 en 122). No es una propiedad del algoritmo y no se cita como resultado.","config_ganadora: {'nu': 0.1, 'gamma': 'scale'} en 7 semilla(s) · {'nu': 0.05, 'gamma': 'scale'} en 3 semilla(s)",df30cb2,6bb224c-sucio,2026-08-14T15:15:13
metricas_anomalias_semillas.csv,dispersion_de_maquina,54,OneClassSVM,latencia_ms_por_flujo,10,0.101,0.0276,0.0593,0.1228,,,,,1 2 3 4 5 6 7 8 9 10,binario normal-vs-ataque (2 clases) sobre D2 completo,"wall-clock en máquina no dedicada: su sd mide CARGA DE MÁQUINA y no el algoritmo. Medido en T1: el Autoencoder de 54 features pasó de 37,71 s a 181,91 s entre dos corridas (4,8x) con calidad idéntica al bit y con el recuento de épocas determinista (162 en 54 y 128 en 122). No es una propiedad del algoritmo y no se cita como resultado.","config_ganadora: {'nu': 0.1, 'gamma': 'scale'} en 7 semilla(s) · {'nu': 0.05, 'gamma': 'scale'} en 3 semilla(s)",df30cb2,6bb224c-sucio,2026-08-14T15:15:13
metricas_anomalias_semillas.csv,dispersion_de_maquina,54,OneClassSVM,tiempo_entrenamiento_s,10,10.4263,0.299,10.213,11.206,,,,,1 2 3 4 5 6 7 8 9 10,binario normal-vs-ataque (2 clases) sobre D2 completo,"wall-clock en máquina no dedicada: su sd mide CARGA DE MÁQUINA y no el algoritmo. Medido en T1: el Autoencoder de 54 features pasó de 37,71 s a 181,91 s entre dos corridas (4,8x) con calidad idéntica al bit y con el recuento de épocas determinista (162 en 54 y 128 en 122). No es una propiedad del algoritmo y no se cita como resultado.","config_ganadora: {'nu': 0.1, 'gamma': 'scale'} en 7 semilla(s) · {'nu': 0.05, 'gamma': 'scale'} en 3 semilla(s)",df30cb2,6bb224c-sucio,2026-08-14T15:15:13
metricas_anomalias_semillas.csv,dispersion_de_maquina,54,OneClassSVM,tiempo_inferencia_s,10,2.2766,0.6225,1.337,2.768,,,,,1 2 3 4 5 6 7 8 9 10,binario normal-vs-ataque (2 clases) sobre D2 completo,"wall-clock en máquina no dedicada: su sd mide CARGA DE MÁQUINA y no el algoritmo. Medido en T1: el Autoencoder de 54 features pasó de 37,71 s a 181,91 s entre dos corridas (4,8x) con calidad idéntica al bit y con el recuento de épocas determinista (162 en 54 y 128 en 122). No es una propiedad del algoritmo y no se cita como resultado.","config_ganadora: {'nu': 0.1, 'gamma': 'scale'} en 7 semilla(s) · {'nu': 0.05, 'gamma': 'scale'} en 3 semilla(s)",df30cb2,6bb224c-sucio,2026-08-14T15:15:13
metricas_anomalias_semillas.csv,dispersion_de_maquina,54,OneClassSVM,tiempo_s,10,24.924,0.9084,23.19,25.73,,,,,1 2 3 4 5 6 7 8 9 10,binario normal-vs-ataque (2 clases) sobre D2 completo,"wall-clock en máquina no dedicada: su sd mide CARGA DE MÁQUINA y no el algoritmo. Medido en T1: el Autoencoder de 54 features pasó de 37,71 s a 181,91 s entre dos corridas (4,8x) con calidad idéntica al bit y con el recuento de épocas determinista (162 en 54 y 128 en 122). No es una propiedad del algoritmo y no se cita como resultado.","config_ganadora: {'nu': 0.1, 'gamma': 'scale'} en 7 semilla(s) · {'nu': 0.05, 'gamma': 'scale'} en 3 semilla(s)",df30cb2,6bb224c-sucio,2026-08-14T15:15:13
metricas_baseline_semillas.csv,dispersion_de_maquina,122_sin_seleccion,RandomForest_monolitico,flujos_por_segundo,10,262583.8,106516.3367,143196.9,374553.5,,,,,1 2 3 4 5 6 7 8 9 10,multiclase 5 clases (normal + 4 ataques) sobre D2 completo,"wall-clock en máquina no dedicada: su sd mide CARGA DE MÁQUINA y no el algoritmo. Medido en T1: el Autoencoder de 54 features pasó de 37,71 s a 181,91 s entre dos corridas (4,8x) con calidad idéntica al bit y con el recuento de épocas determinista (162 en 54 y 128 en 122). No es una propiedad del algoritmo y no se cita como resultado.","config_ganadora: {'max_depth': None, 'n_estimators': 300} en 5 semilla(s) · {'max_depth': None, 'n_estimators': 100} en 5 semilla(s)",df30cb2,6bb224c-sucio,2026-08-14T15:15:13
metricas_baseline_semillas.csv,dispersion_de_maquina,122_sin_seleccion,RandomForest_monolitico,latencia_ms_por_flujo,10,0.0045,0.0018,0.0027,0.007,,,,,1 2 3 4 5 6 7 8 9 10,multiclase 5 clases (normal + 4 ataques) sobre D2 completo,"wall-clock en máquina no dedicada: su sd mide CARGA DE MÁQUINA y no el algoritmo. Medido en T1: el Autoencoder de 54 features pasó de 37,71 s a 181,91 s entre dos corridas (4,8x) con calidad idéntica al bit y con el recuento de épocas determinista (162 en 54 y 128 en 122). No es una propiedad del algoritmo y no se cita como resultado.","config_ganadora: {'max_depth': None, 'n_estimators': 300} en 5 semilla(s) · {'max_depth': None, 'n_estimators': 100} en 5 semilla(s)",df30cb2,6bb224c-sucio,2026-08-14T15:15:13
metricas_baseline_semillas.csv,dispersion_de_maquina,122_sin_seleccion,RandomForest_monolitico,tiempo_entrenamiento_s,10,37.0471,1.0061,35.151,38.495,,,,,1 2 3 4 5 6 7 8 9 10,multiclase 5 clases (normal + 4 ataques) sobre D2 completo,"wall-clock en máquina no dedicada: su sd mide CARGA DE MÁQUINA y no el algoritmo. Medido en T1: el Autoencoder de 54 features pasó de 37,71 s a 181,91 s entre dos corridas (4,8x) con calidad idéntica al bit y con el recuento de épocas determinista (162 en 54 y 128 en 122). No es una propiedad del algoritmo y no se cita como resultado.","config_ganadora: {'max_depth': None, 'n_estimators': 300} en 5 semilla(s) · {'max_depth': None, 'n_estimators': 100} en 5 semilla(s)",df30cb2,6bb224c-sucio,2026-08-14T15:15:13
metricas_baseline_semillas.csv,dispersion_de_maquina,122_sin_seleccion,RandomForest_monolitico,tiempo_inferencia_s,10,0.1008,0.0414,0.06,0.157,,,,,1 2 3 4 5 6 7 8 9 10,multiclase 5 clases (normal + 4 ataques) sobre D2 completo,"wall-clock en máquina no dedicada: su sd mide CARGA DE MÁQUINA y no el algoritmo. Medido en T1: el Autoencoder de 54 features pasó de 37,71 s a 181,91 s entre dos corridas (4,8x) con calidad idéntica al bit y con el recuento de épocas determinista (162 en 54 y 128 en 122). No es una propiedad del algoritmo y no se cita como resultado.","config_ganadora: {'max_depth': None, 'n_estimators': 300} en 5 semilla(s) · {'max_depth': None, 'n_estimators': 100} en 5 semilla(s)",df30cb2,6bb224c-sucio,2026-08-14T15:15:13
metricas_baseline_semillas.csv,dispersion_de_maquina,122_sin_seleccion,RandomForest_monolitico,tiempo_s,10,37.046,1.0053,35.15,38.49,,,,,1 2 3 4 5 6 7 8 9 10,multiclase 5 clases (normal + 4 ataques) sobre D2 completo,"wall-clock en máquina no dedicada: su sd mide CARGA DE MÁQUINA y no el algoritmo. Medido en T1: el Autoencoder de 54 features pasó de 37,71 s a 181,91 s entre dos corridas (4,8x) con calidad idéntica al bit y con el recuento de épocas determinista (162 en 54 y 128 en 122). No es una propiedad del algoritmo y no se cita como resultado.","config_ganadora: {'max_depth': None, 'n_estimators': 300} en 5 semilla(s) · {'max_depth': None, 'n_estimators': 100} en 5 semilla(s)",df30cb2,6bb224c-sucio,2026-08-14T15:15:13
metricas_baseline_semillas.csv,dispersion_de_maquina,54,RandomForest_monolitico,flujos_por_segundo,10,276574.02,112872.4809,157752.7,388837.8,,,,,1 2 3 4 5 6 7 8 9 10,multiclase 5 clases (normal + 4 ataques) sobre D2 completo,"wall-clock en máquina no dedicada: su sd mide CARGA DE MÁQUINA y no el algoritmo. Medido en T1: el Autoencoder de 54 features pasó de 37,71 s a 181,91 s entre dos corridas (4,8x) con calidad idéntica al bit y con el recuento de épocas determinista (162 en 54 y 128 en 122). No es una propiedad del algoritmo y no se cita como resultado.","config_ganadora: {'max_depth': None, 'n_estimators': 300} en 5 semilla(s) · {'max_depth': None, 'n_estimators': 100} en 5 semilla(s)",df30cb2,6bb224c-sucio,2026-08-14T15:15:13
metricas_baseline_semillas.csv,dispersion_de_maquina,54,RandomForest_monolitico,latencia_ms_por_flujo,10,0.0043,0.0017,0.0026,0.0063,,,,,1 2 3 4 5 6 7 8 9 10,multiclase 5 clases (normal + 4 ataques) sobre D2 completo,"wall-clock en máquina no dedicada: su sd mide CARGA DE MÁQUINA y no el algoritmo. Medido en T1: el Autoencoder de 54 features pasó de 37,71 s a 181,91 s entre dos corridas (4,8x) con calidad idéntica al bit y con el recuento de épocas determinista (162 en 54 y 128 en 122). No es una propiedad del algoritmo y no se cita como resultado.","config_ganadora: {'max_depth': None, 'n_estimators': 300} en 5 semilla(s) · {'max_depth': None, 'n_estimators': 100} en 5 semilla(s)",df30cb2,6bb224c-sucio,2026-08-14T15:15:13
metricas_baseline_semillas.csv,dispersion_de_maquina,54,RandomForest_monolitico,tiempo_entrenamiento_s,10,31.9097,1.0484,30.518,33.439,,,,,1 2 3 4 5 6 7 8 9 10,multiclase 5 clases (normal + 4 ataques) sobre D2 completo,"wall-clock en máquina no dedicada: su sd mide CARGA DE MÁQUINA y no el algoritmo. Medido en T1: el Autoencoder de 54 features pasó de 37,71 s a 181,91 s entre dos corridas (4,8x) con calidad idéntica al bit y con el recuento de épocas determinista (162 en 54 y 128 en 122). No es una propiedad del algoritmo y no se cita como resultado.","config_ganadora: {'max_depth': None, 'n_estimators': 300} en 5 semilla(s) · {'max_depth': None, 'n_estimators': 100} en 5 semilla(s)",df30cb2,6bb224c-sucio,2026-08-14T15:15:13
metricas_baseline_semillas.csv,dispersion_de_maquina,54,RandomForest_monolitico,tiempo_inferencia_s,10,0.0958,0.0394,0.058,0.143,,,,,1 2 3 4 5 6 7 8 9 10,multiclase 5 clases (normal + 4 ataques) sobre D2 completo,"wall-clock en máquina no dedicada: su sd mide CARGA DE MÁQUINA y no el algoritmo. Medido en T1: el Autoencoder de 54 features pasó de 37,71 s a 181,91 s entre dos corridas (4,8x) con calidad idéntica al bit y con el recuento de épocas determinista (162 en 54 y 128 en 122). No es una propiedad del algoritmo y no se cita como resultado.","config_ganadora: {'max_depth': None, 'n_estimators': 300} en 5 semilla(s) · {'max_depth': None, 'n_estimators': 100} en 5 semilla(s)",df30cb2,6bb224c-sucio,2026-08-14T15:15:13
metricas_baseline_semillas.csv,dispersion_de_maquina,54,RandomForest_monolitico,tiempo_s,10,31.908,1.0477,30.52,33.44,,,,,1 2 3 4 5 6 7 8 9 10,multiclase 5 clases (normal + 4 ataques) sobre D2 completo,"wall-clock en máquina no dedicada: su sd mide CARGA DE MÁQUINA y no el algoritmo. Medido en T1: el Autoencoder de 54 features pasó de 37,71 s a 181,91 s entre dos corridas (4,8x) con calidad idéntica al bit y con el recuento de épocas determinista (162 en 54 y 128 en 122). No es una propiedad del algoritmo y no se cita como resultado.","config_ganadora: {'max_depth': None, 'n_estimators': 300} en 5 semilla(s) · {'max_depth': None, 'n_estimators': 100} en 5 semilla(s)",df30cb2,6bb224c-sucio,2026-08-14T15:15:13
metricas_firmas_semillas.csv,dispersion_de_maquina,122_sin_seleccion,DecisionTree,flujos_por_segundo,10,2747904.14,426379.6864,1916972.7,3063303.1,,,,,1 2 3 4 5 6 7 8 9 10,multiclase 4 categorías de ataque sobre los ataques de D2 de tipo conocido,"wall-clock en máquina no dedicada: su sd mide CARGA DE MÁQUINA y no el algoritmo. Medido en T1: el Autoencoder de 54 features pasó de 37,71 s a 181,91 s entre dos corridas (4,8x) con calidad idéntica al bit y con el recuento de épocas determinista (162 en 54 y 128 en 122). No es una propiedad del algoritmo y no se cita como resultado.","balanceo: SMOTE en 5 semilla(s) · class_weight en 5 semilla(s) | config_ganadora: {'clf__max_depth': 20, 'clf__min_samples_leaf': 1} en 4 semilla(s) · {'max_depth': 10, 'min_samples_leaf': 1} en 3 semilla(s) · {'max_depth': 20, 'min_samples_leaf': 1} en 2 semilla(s) · {'clf__max_depth': 10, 'clf__min_samples_leaf': 1} en 1 semilla(s)",df30cb2,6bb224c-sucio,2026-08-14T15:15:13
metricas_firmas_semillas.csv,dispersion_de_maquina,122_sin_seleccion,DecisionTree,latencia_ms_por_flujo,10,0.0004,0.0001,0.0003,0.0005,,,,,1 2 3 4 5 6 7 8 9 10,multiclase 4 categorías de ataque sobre los ataques de D2 de tipo conocido,"wall-clock en máquina no dedicada: su sd mide CARGA DE MÁQUINA y no el algoritmo. Medido en T1: el Autoencoder de 54 features pasó de 37,71 s a 181,91 s entre dos corridas (4,8x) con calidad idéntica al bit y con el recuento de épocas determinista (162 en 54 y 128 en 122). No es una propiedad del algoritmo y no se cita como resultado.","balanceo: SMOTE en 5 semilla(s) · class_weight en 5 semilla(s) | config_ganadora: {'clf__max_depth': 20, 'clf__min_samples_leaf': 1} en 4 semilla(s) · {'max_depth': 10, 'min_samples_leaf': 1} en 3 semilla(s) · {'max_depth': 20, 'min_samples_leaf': 1} en 2 semilla(s) · {'clf__max_depth': 10, 'clf__min_samples_leaf': 1} en 1 semilla(s)",df30cb2,6bb224c-sucio,2026-08-14T15:15:13
metricas_firmas_semillas.csv,dispersion_de_maquina,122_sin_seleccion,DecisionTree,tiempo_entrenamiento_s,10,13.7895,11.9127,2.156,26.981,,,,,1 2 3 4 5 6 7 8 9 10,multiclase 4 categorías de ataque sobre los ataques de D2 de tipo conocido,"wall-clock en máquina no dedicada: su sd mide CARGA DE MÁQUINA y no el algoritmo. Medido en T1: el Autoencoder de 54 features pasó de 37,71 s a 181,91 s entre dos corridas (4,8x) con calidad idéntica al bit y con el recuento de épocas determinista (162 en 54 y 128 en 122). No es una propiedad del algoritmo y no se cita como resultado.","balanceo: SMOTE en 5 semilla(s) · class_weight en 5 semilla(s) | config_ganadora: {'clf__max_depth': 20, 'clf__min_samples_leaf': 1} en 4 semilla(s) · {'max_depth': 10, 'min_samples_leaf': 1} en 3 semilla(s) · {'max_depth': 20, 'min_samples_leaf': 1} en 2 semilla(s) · {'clf__max_depth': 10, 'clf__min_samples_leaf': 1} en 1 semilla(s)",df30cb2,6bb224c-sucio,2026-08-14T15:15:13
metricas_firmas_semillas.csv,dispersion_de_maquina,122_sin_seleccion,DecisionTree,tiempo_inferencia_s,10,0.0034,0.0008,0.003,0.005,,,,,1 2 3 4 5 6 7 8 9 10,multiclase 4 categorías de ataque sobre los ataques de D2 de tipo conocido,"wall-clock en máquina no dedicada: su sd mide CARGA DE MÁQUINA y no el algoritmo. Medido en T1: el Autoencoder de 54 features pasó de 37,71 s a 181,91 s entre dos corridas (4,8x) con calidad idéntica al bit y con el recuento de épocas determinista (162 en 54 y 128 en 122). No es una propiedad del algoritmo y no se cita como resultado.","balanceo: SMOTE en 5 semilla(s) · class_weight en 5 semilla(s) | config_ganadora: {'clf__max_depth': 20, 'clf__min_samples_leaf': 1} en 4 semilla(s) · {'max_depth': 10, 'min_samples_leaf': 1} en 3 semilla(s) · {'max_depth': 20, 'min_samples_leaf': 1} en 2 semilla(s) · {'clf__max_depth': 10, 'clf__min_samples_leaf': 1} en 1 semilla(s)",df30cb2,6bb224c-sucio,2026-08-14T15:15:13
metricas_firmas_semillas.csv,dispersion_de_maquina,122_sin_seleccion,DecisionTree,tiempo_s,10,14.071,11.9082,2.44,27.25,,,,,1 2 3 4 5 6 7 8 9 10,multiclase 4 categorías de ataque sobre los ataques de D2 de tipo conocido,"wall-clock en máquina no dedicada: su sd mide CARGA DE MÁQUINA y no el algoritmo. Medido en T1: el Autoencoder de 54 features pasó de 37,71 s a 181,91 s entre dos corridas (4,8x) con calidad idéntica al bit y con el recuento de épocas determinista (162 en 54 y 128 en 122). No es una propiedad del algoritmo y no se cita como resultado.","balanceo: SMOTE en 5 semilla(s) · class_weight en 5 semilla(s) | config_ganadora: {'clf__max_depth': 20, 'clf__min_samples_leaf': 1} en 4 semilla(s) · {'max_depth': 10, 'min_samples_leaf': 1} en 3 semilla(s) · {'max_depth': 20, 'min_samples_leaf': 1} en 2 semilla(s) · {'clf__max_depth': 10, 'clf__min_samples_leaf': 1} en 1 semilla(s)",df30cb2,6bb224c-sucio,2026-08-14T15:15:13
metricas_firmas_semillas.csv,dispersion_de_maquina,122_sin_seleccion,HistGradientBoosting,flujos_por_segundo,10,172115.99,29299.7587,109205.2,216798.7,,,,,1 2 3 4 5 6 7 8 9 10,multiclase 4 categorías de ataque sobre los ataques de D2 de tipo conocido,"wall-clock en máquina no dedicada: su sd mide CARGA DE MÁQUINA y no el algoritmo. Medido en T1: el Autoencoder de 54 features pasó de 37,71 s a 181,91 s entre dos corridas (4,8x) con calidad idéntica al bit y con el recuento de épocas determinista (162 en 54 y 128 en 122). No es una propiedad del algoritmo y no se cita como resultado.","config_ganadora: {'clf__learning_rate': 0.1, 'clf__max_iter': 100} en 7 semilla(s) · {'clf__learning_rate': 0.05, 'clf__max_iter': 300} en 2 semilla(s) · {'clf__learning_rate': 0.1, 'clf__max_iter': 300} en 1 semilla(s)",df30cb2,6bb224c-sucio,2026-08-14T15:15:13
metricas_firmas_semillas.csv,dispersion_de_maquina,122_sin_seleccion,HistGradientBoosting,latencia_ms_por_flujo,10,0.006,0.0013,0.0046,0.0092,,,,,1 2 3 4 5 6 7 8 9 10,multiclase 4 categorías de ataque sobre los ataques de D2 de tipo conocido,"wall-clock en máquina no dedicada: su sd mide CARGA DE MÁQUINA y no el algoritmo. Medido en T1: el Autoencoder de 54 features pasó de 37,71 s a 181,91 s entre dos corridas (4,8x) con calidad idéntica al bit y con el recuento de épocas determinista (162 en 54 y 128 en 122). No es una propiedad del algoritmo y no se cita como resultado.","config_ganadora: {'clf__learning_rate': 0.1, 'clf__max_iter': 100} en 7 semilla(s) · {'clf__learning_rate': 0.05, 'clf__max_iter': 300} en 2 semilla(s) · {'clf__learning_rate': 0.1, 'clf__max_iter': 300} en 1 semilla(s)",df30cb2,6bb224c-sucio,2026-08-14T15:15:13
metricas_firmas_semillas.csv,dispersion_de_maquina,122_sin_seleccion,HistGradientBoosting,tiempo_entrenamiento_s,10,136.5404,14.9129,112.373,164.798,,,,,1 2 3 4 5 6 7 8 9 10,multiclase 4 categorías de ataque sobre los ataques de D2 de tipo conocido,"wall-clock en máquina no dedicada: su sd mide CARGA DE MÁQUINA y no el algoritmo. Medido en T1: el Autoencoder de 54 features pasó de 37,71 s a 181,91 s entre dos corridas (4,8x) con calidad idéntica al bit y con el recuento de épocas determinista (162 en 54 y 128 en 122). No es una propiedad del algoritmo y no se cita como resultado.","config_ganadora: {'clf__learning_rate': 0.1, 'clf__max_iter': 100} en 7 semilla(s) · {'clf__learning_rate': 0.05, 'clf__max_iter': 300} en 2 semilla(s) · {'clf__learning_rate': 0.1, 'clf__max_iter': 300} en 1 semilla(s)",df30cb2,6bb224c-sucio,2026-08-14T15:15:13
metricas_firmas_semillas.csv,dispersion_de_maquina,122_sin_seleccion,HistGradientBoosting,tiempo_inferencia_s,10,0.0544,0.0114,0.042,0.083,,,,,1 2 3 4 5 6 7 8 9 10,multiclase 4 categorías de ataque sobre los ataques de D2 de tipo conocido,"wall-clock en máquina no dedicada: su sd mide CARGA DE MÁQUINA y no el algoritmo. Medido en T1: el Autoencoder de 54 features pasó de 37,71 s a 181,91 s entre dos corridas (4,8x) con calidad idéntica al bit y con el recuento de épocas determinista (162 en 54 y 128 en 122). No es una propiedad del algoritmo y no se cita como resultado.","config_ganadora: {'clf__learning_rate': 0.1, 'clf__max_iter': 100} en 7 semilla(s) · {'clf__learning_rate': 0.05, 'clf__max_iter': 300} en 2 semilla(s) · {'clf__learning_rate': 0.1, 'clf__max_iter': 300} en 1 semilla(s)",df30cb2,6bb224c-sucio,2026-08-14T15:15:13
